,Education,Marital_Status,Has_child,Children,Cluster,Age_group,Income_group,Seniority_group,Wines_segment,Fruits_segment,Meat_segment,Fish_segment,Sweets_segment,Gold_segment
174,Postgraduate,Alone,Has child,1 child,Need attention,Mature,Medium to high income,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Frequent consumer
175,Postgraduate,In couple,Has child,1 child,Stars,Adult,High income,Old customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
176,Postgraduate,In couple,No child,No child,Stars,Senior,High income,Old customers,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
177,Postgraduate,In couple,Has child,2 children,Need attention,Adult,Low to medium income,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
178,Postgraduate,In couple,Has child,3 children,Need attention,Mature,Low to medium income,New customers,Low consumer,Non consumer,Low consumer,Low consumer,Non consumer,Low consumer
179,Undergraduate,In couple,No child,No child,High potential,Mature,High income,Discovering customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Non consumer,Biggest consumer
180,Postgraduate,In couple,Has child,1 child,Need attention,Adult,Medium to high income,New customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer
181,Undergraduate,In couple,Has child,1 child,Need attention,Young,Low income,New customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
182,Postgraduate,In couple,No child,No child,High potential,Senior,Medium to high income,Discovering customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
183,Postgraduate,In couple,Has child,1 child,Need attention,Young,Low income,New customers,Frequent consumer,Low consumer,Low consumer,Non consumer,Non consumer,Frequent consumer
184,Undergraduate,In couple,No child,No child,Need attention,Mature,Low income,New customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
185,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low income,Old customers,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer
186,Postgraduate,Alone,Has child,1 child,Need attention,Adult,Low income,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
187,Postgraduate,In couple,Has child,1 child,High potential,Mature,Medium to high income,Discovering customers,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
188,Postgraduate,In couple,No child,No child,Stars,Adult,High income,Emerging customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
189,Postgraduate,In couple,Has child,2 children,Leaky bucket,Mature,Low to medium income,Emerging customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Non consumer,Low consumer
190,Undergraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low income,Old customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Non consumer,Frequent consumer
191,Postgraduate,In couple,No child,No child,Stars,Young,Medium to high income,Emerging customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
192,Undergraduate,Alone,Has child,1 child,Need attention,Senior,Low to medium income,Discovering customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
193,Postgraduate,In couple,Has child,1 child,Leaky bucket,Young,Low to medium income,Emerging customers,Low consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
194,Postgraduate,In couple,Has child,2 children,Leaky bucket,Adult,Low to medium income,Emerging customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
195,Postgraduate,In couple,Has child,2 children,Need attention,Adult,Low income,Discovering customers,Low consumer,Non consumer,Low consumer,Low consumer,Low consumer,Low consumer
196,Postgraduate,In couple,No child,No child,High potential,Adult,High income,New customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
197,Postgraduate,In couple,No child,No child,High potential,Mature,High income,Discovering customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
198,Postgraduate,In couple,No child,No child,Stars,Mature,High income,Emerging customers,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
199,Postgraduate,Alone,Has child,2 children,Need attention,Adult,Low to medium income,New customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Biggest consumer
200,Postgraduate,Alone,Has child,1 child,High potential,Mature,High income,New customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
201,Postgraduate,Alone,No child,No child,High potential,Mature,High income,Discovering customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
202,Postgraduate,Alone,Has child,1 child,High potential,Adult,Medium to high income,Discovering customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
203,Postgraduate,In couple,No child,No child,Stars,Adult,High income,Old customers,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
204,Postgraduate,Alone,Has child,2 children,Need attention,Mature,Low to medium income,Discovering customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
205,Postgraduate,Alone,No child,No child,Leaky bucket,Young,Low income,Old customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
206,Postgraduate,In couple,Has child,1 child,Need attention,Young,Low income,Discovering customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
207,Postgraduate,Alone,Has child,2 children,Leaky bucket,Mature,Low to medium income,Emerging customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
208,Postgraduate,In couple,Has child,1 child,Need attention,Mature,Low to medium income,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
209,Postgraduate,Alone,Has child,1 child,Stars,Mature,Medium to high income,Old customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
210,Postgraduate,In couple,Has child,1 child,Leaky bucket,Mature,Low to medium income,Emerging customers,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Low consumer,Low consumer
211,Postgraduate,In couple,No child,No child,High potential,Mature,High income,New customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
212,Postgraduate,In couple,Has child,2 children,Leaky bucket,Mature,Low to medium income,Old customers,Frequent consumer,Non consumer,Frequent consumer,Non consumer,Non consumer,Low consumer
213,Postgraduate,In couple,Has child,2 children,Leaky bucket,Adult,Low to medium income,Emerging customers,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
214,Postgraduate,In couple,No child,No child,Stars,Young,High income,Emerging customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
215,Postgraduate,In couple,Has child,1 child,Need attention,Adult,Low to medium income,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
216,Undergraduate,Alone,Has child,3 children,Need attention,Adult,Medium to high income,New customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
217,Postgraduate,In couple,No child,No child,High potential,Senior,High income,Discovering customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
218,Postgraduate,Alone,Has child,1 child,Need attention,Mature,Low to medium income,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Non consumer,Biggest consumer
219,Postgraduate,In couple,Has child,1 child,Stars,Adult,High income,Old customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
220,Undergraduate,In couple,Has child,1 child,Need attention,Young,Low to medium income,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
221,Postgraduate,In couple,No child,No child,High potential,Adult,High income,Discovering customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Low consumer
222,Postgraduate,In couple,Has child,2 children,High potential,Adult,High income,New customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
223,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low income,Old customers,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Low consumer,Low consumer
224,Postgraduate,Alone,Has child,1 child,Stars,Mature,Medium to high income,Old customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
225,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low to medium income,Emerging customers,Frequent consumer,Non consumer,Low consumer,Low consumer,Low consumer,Frequent consumer
226,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low to medium income,Old customers,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Biggest consumer
227,Postgraduate,Alone,Has child,1 child,Stars,Mature,Medium to high income,Old customers,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer,Non consumer,Biggest consumer
228,Postgraduate,In couple,No child,No child,Stars,Adult,High income,Old customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
229,Postgraduate,In couple,Has child,1 child,Need attention,Young,Low income,New customers,Low consumer,Low consumer,Low consumer,Low consumer,Non consumer,Non consumer
230,Postgraduate,Alone,Has child,2 children,Leaky bucket,Mature,Low to medium income,Emerging customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
231,Undergraduate,Alone,Has child,1 child,Stars,Mature,High income,Old customers,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
232,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low to medium income,Emerging customers,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
233,Postgraduate,Alone,No child,No child,Need attention,Mature,Low income,New customers,Non consumer,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer
234,Postgraduate,In couple,Has child,1 child,Stars,Mature,Medium to high income,Emerging customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
235,Undergraduate,In couple,Has child,1 child,Need attention,Adult,Low income,Discovering customers,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
236,Postgraduate,In couple,Has child,1 child,Need attention,Adult,Low income,Discovering customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
237,Postgraduate,Alone,Has child,1 child,High potential,Mature,High income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
238,Postgraduate,Alone,Has child,1 child,Need attention,Adult,Low income,Discovering customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
239,Undergraduate,Alone,Has child,1 child,Need attention,,Medium to high income,New customers,Low consumer,Non consumer,Low consumer,Frequent consumer,Non consumer,Low consumer
240,Postgraduate,Alone,No child,No child,High potential,Mature,High income,Discovering customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
241,Postgraduate,In couple,Has child,1 child,Stars,Mature,Medium to high income,Old customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
242,Postgraduate,Alone,Has child,1 child,Need attention,Adult,Low income,Discovering customers,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
