,Age,Education,Marital_Status,Income,Spending,Seniority,Has_child,Children,Wines,Fruits,Meat,Fish,Sweets,Gold,Cluster
268,44,Postgraduate,In couple,72940.0,981,15.733333333333333,No child,No child,182,74,298,162,149,116,Stars
269,44,Postgraduate,In couple,22070.0,67,12.166666666666666,Has child,1 child,10,7,19,8,2,21,Need attention
270,61,Postgraduate,Alone,69267.0,1635,24.733333333333334,No child,No child,778,44,499,95,73,146,Stars
271,31,Postgraduate,Alone,31788.0,60,6.6,Has child,1 child,16,7,23,0,8,6,Need attention
272,39,Postgraduate,In couple,61905.0,231,8.066666666666666,Has child,1 child,167,0,43,6,2,13,Need attention
273,54,Postgraduate,In couple,29315.0,48,6.033333333333333,Has child,2 children,13,2,14,8,7,4,Need attention
274,51,Postgraduate,Alone,33378.0,99,20.166666666666668,Has child,2 children,33,6,40,3,7,10,Leaky bucket
275,51,Postgraduate,In couple,66313.0,770,12.766666666666667,Has child,1 child,625,7,99,10,22,7,High potential
276,58,Postgraduate,Alone,60714.0,957,20.833333333333332,No child,No child,216,162,224,101,92,162,Stars
277,33,Postgraduate,In couple,77882.0,818,5.233333333333333,No child,No child,68,129,396,188,22,15,High potential
278,28,Postgraduate,Alone,69867.0,925,18.333333333333332,No child,No child,196,0,512,33,130,54,Stars
279,46,Postgraduate,Alone,63841.0,908,17.7,Has child,1 child,635,15,100,20,7,131,Stars
280,33,Undergraduate,In couple,24480.0,102,20.0,Has child,1 child,4,19,9,28,25,17,Leaky bucket
281,38,Postgraduate,In couple,51369.0,576,23.633333333333333,Has child,1 child,297,7,79,0,11,182,Leaky bucket
282,68,Postgraduate,In couple,37760.0,317,25.466666666666665,No child,No child,84,5,38,150,12,28,Leaky bucket
283,40,Postgraduate,In couple,65640.0,461,7.233333333333333,Has child,1 child,204,7,149,20,15,66,High potential
284,39,Postgraduate,In couple,44319.0,37,5.666666666666667,Has child,2 children,26,0,8,0,0,3,Need attention
285,40,Postgraduate,In couple,30631.0,70,14.966666666666667,Has child,1 child,15,6,20,4,5,20,Leaky bucket
286,62,Postgraduate,In couple,75278.0,930,20.433333333333334,No child,No child,304,98,230,150,74,74,Stars
287,58,Postgraduate,In couple,50898.0,859,21.133333333333333,Has child,2 children,285,28,242,55,114,135,Stars
288,48,Postgraduate,Alone,79946.0,1478,4.833333333333333,No child,No child,395,183,565,166,141,28,High potential
289,65,Postgraduate,Alone,35416.0,390,15.933333333333334,No child,No child,248,3,81,4,3,51,Leaky bucket
290,30,Undergraduate,In couple,32414.0,52,15.233333333333333,No child,No child,20,6,5,0,9,12,Leaky bucket
291,45,Postgraduate,In couple,38361.0,137,9.366666666666667,Has child,1 child,39,0,56,20,8,14,Need attention
292,34,Postgraduate,In couple,82497.0,1919,23.433333333333334,No child,No child,777,129,573,216,21,203,Stars
293,43,Postgraduate,In couple,16626.0,68,8.733333333333333,Has child,2 children,8,3,22,21,1,13,Need attention
294,49,Postgraduate,In couple,29672.0,25,19.033333333333335,Has child,2 children,9,1,3,0,4,8,Leaky bucket
295,62,Postgraduate,In couple,55951.0,1374,25.733333333333334,Has child,1 child,1241,0,80,0,13,40,Stars
296,26,Undergraduate,Alone,35388.0,32,19.2,Has child,1 child,6,4,7,4,3,8,Leaky bucket
297,28,Postgraduate,In couple,42386.0,100,20.966666666666665,Has child,1 child,65,4,16,0,4,11,Leaky bucket
298,32,Postgraduate,Alone,68627.0,825,21.0,No child,No child,395,15,263,60,54,38,Stars
299,49,Postgraduate,Alone,57912.0,916,6.7,Has child,1 child,801,0,80,0,0,35,High potential
300,56,Postgraduate,Alone,35246.0,62,5.7,Has child,2 children,36,0,12,2,2,10,Need attention
301,58,Undergraduate,In couple,58821.0,728,11.9,Has child,1 child,513,14,154,19,0,28,High potential
302,36,Postgraduate,In couple,46377.0,90,7.233333333333333,Has child,1 child,37,0,46,4,3,0,Need attention
303,26,Postgraduate,Alone,39747.0,273,5.8,Has child,1 child,80,15,93,20,13,52,Need attention
304,30,Postgraduate,In couple,23976.0,66,9.366666666666667,Has child,1 child,14,1,21,2,3,25,Need attention
305,53,Postgraduate,In couple,80950.0,1213,18.5,No child,No child,525,147,112,219,147,63,Stars
306,48,Postgraduate,Alone,27038.0,107,24.866666666666667,No child,No child,1,26,25,17,23,15,Leaky bucket
307,67,Postgraduate,Alone,77457.0,1157,7.1,No child,No child,675,11,400,15,45,11,High potential
308,50,Postgraduate,In couple,64100.0,546,12.966666666666667,Has child,1 child,509,0,27,0,0,10,High potential
309,22,Postgraduate,In couple,42670.0,241,17.5,No child,No child,154,2,46,20,4,15,Leaky bucket
310,38,Postgraduate,Alone,12571.0,53,8.633333333333333,Has child,1 child,3,5,14,2,12,17,Need attention
311,47,Postgraduate,In couple,22574.0,37,11.366666666666667,Has child,3 children,25,0,8,2,0,2,Need attention
313,38,Postgraduate,Alone,70893.0,1508,20.166666666666668,No child,No child,768,44,561,77,44,14,Stars
314,48,Postgraduate,In couple,54198.0,235,9.7,Has child,2 children,185,0,28,3,2,17,Need attention
315,58,Postgraduate,In couple,28839.0,32,6.9,Has child,2 children,24,0,7,0,0,1,Need attention
316,42,Postgraduate,In couple,40321.0,102,14.4,Has child,2 children,44,4,21,6,0,27,Need attention
317,29,Postgraduate,Alone,66503.0,401,26.033333333333335,Has child,1 child,91,64,128,65,3,50,Stars
318,63,Postgraduate,In couple,30833.0,28,14.833333333333334,Has child,2 children,11,0,7,3,1,6,Need attention
320,43,Postgraduate,In couple,64795.0,680,20.833333333333332,Has child,1 child,412,5,119,38,29,77,Stars
321,40,Postgraduate,In couple,34421.0,30,15.333333333333334,Has child,1 child,3,3,7,6,2,9,Leaky bucket
322,49,Postgraduate,Alone,47025.0,20,7.9,Has child,2 children,16,0,3,0,0,1,Need attention
323,53,Postgraduate,Alone,64325.0,1307,20.133333333333333,Has child,1 child,731,60,353,78,12,73,Stars
324,61,Postgraduate,Alone,40464.0,630,21.033333333333335,Has child,1 child,424,17,118,7,23,41,Leaky bucket
325,57,Postgraduate,In couple,62187.0,1283,15.2,No child,No child,792,0,275,45,45,126,Stars
326,38,Postgraduate,Alone,14849.0,65,15.3,Has child,1 child,21,2,28,3,2,9,Leaky bucket
327,30,Postgraduate,In couple,27255.0,37,11.033333333333333,Has child,1 child,22,1,11,0,1,2,Need attention
328,64,Postgraduate,In couple,54432.0,38,17.1,Has child,3 children,33,0,5,0,0,0,Leaky bucket
329,28,Postgraduate,Alone,29999.0,160,19.933333333333334,Has child,1 child,68,7,59,10,5,11,Leaky bucket
330,31,Postgraduate,Alone,24072.0,23,17.866666666666667,Has child,1 child,9,1,6,3,0,4,Leaky bucket
331,25,Postgraduate,Alone,33996.0,71,12.933333333333334,No child,No child,40,2,15,8,0,6,Need attention
332,58,Postgraduate,In couple,66334.0,1161,18.3,Has child,1 child,909,11,218,0,0,23,Stars
333,43,Postgraduate,In couple,35178.0,59,21.066666666666666,Has child,1 child,23,1,13,2,2,18,Leaky bucket
334,31,Postgraduate,In couple,22010.0,33,15.366666666666667,Has child,1 child,11,2,9,3,0,8,Leaky bucket
335,54,Postgraduate,Alone,62204.0,946,25.066666666666666,Has child,2 children,317,46,247,151,46,139,Stars
336,46,Postgraduate,Alone,75693.0,1442,22.233333333333334,No child,No child,797,153,293,72,97,30,Stars
337,42,Postgraduate,In couple,30675.0,62,23.033333333333335,Has child,1 child,10,2,16,11,2,21,Leaky bucket
338,49,Postgraduate,In couple,83003.0,1674,19.333333333333332,No child,No child,856,61,570,40,25,122,Stars
339,115,Postgraduate,In couple,83532.0,1853,12.433333333333334,No child,No child,755,144,562,104,64,224,High potential
340,26,Postgraduate,Alone,68655.0,1538,26.166666666666668,No child,No child,456,19,832,75,118,38,Stars
341,28,Postgraduate,Alone,41411.0,139,10.033333333333333,No child,No child,37,32,38,11,3,18,Need attention
342,45,Postgraduate,In couple,55212.0,1182,22.666666666666668,Has child,1 child,1103,0,45,0,0,34,Stars
343,64,Postgraduate,In couple,59292.0,507,15.933333333333334,Has child,1 child,378,14,68,19,14,14,Stars
344,41,Undergraduate,In couple,27190.0,18,13.833333333333334,Has child,1 child,1,6,7,0,1,3,Need attention
345,62,Postgraduate,Alone,82623.0,940,10.933333333333334,No child,No child,204,34,204,172,153,173,High potential
346,49,Postgraduate,In couple,44300.0,42,15.6,Has child,2 children,30,0,9,0,0,3,Leaky bucket
347,44,Postgraduate,Alone,84835.0,1190,3.6666666666666665,No child,No child,189,104,379,111,189,218,High potential
348,43,Postgraduate,Alone,30372.0,44,21.6,Has child,2 children,15,0,12,7,3,7,Leaky bucket
349,38,Postgraduate,In couple,33181.0,16,9.133333333333333,Has child,1 child,9,0,3,0,0,4,Need attention
350,57,Postgraduate,In couple,71113.0,835,9.7,Has child,1 child,495,33,255,11,33,8,High potential
351,28,Postgraduate,In couple,71952.0,1443,21.066666666666666,Has child,1 child,656,80,455,52,107,93,Stars
352,48,Postgraduate,Alone,69759.0,1029,11.366666666666667,No child,No child,452,20,514,13,30,0,High potential
353,40,Postgraduate,In couple,72099.0,1188,23.566666666666666,No child,No child,546,91,410,119,0,22,Stars
354,38,Postgraduate,Alone,60000.0,1277,21.7,Has child,1 child,1048,0,217,0,0,12,Stars
355,36,Postgraduate,Alone,38643.0,49,10.3,Has child,2 children,22,2,14,0,1,10,Need attention
356,59,Postgraduate,In couple,50737.0,99,17.033333333333335,Has child,1 child,78,0,11,0,0,10,Leaky bucket
357,45,Postgraduate,In couple,68462.0,1670,22.033333333333335,No child,No child,561,64,785,84,128,48,Stars
358,71,Postgraduate,In couple,65073.0,900,13.666666666666666,No child,No child,629,17,177,69,0,8,High potential
359,66,Postgraduate,In couple,46681.0,425,12.033333333333333,Has child,2 children,269,15,69,15,19,38,Need attention
360,57,Postgraduate,In couple,78618.0,2153,24.533333333333335,No child,No child,736,163,818,212,163,61,Stars
361,45,Postgraduate,Alone,62187.0,636,6.533333333333333,Has child,1 child,512,0,83,0,0,41,High potential
362,36,Postgraduate,In couple,28442.0,57,7.4,Has child,2 children,19,3,10,11,8,6,Need attention
363,36,Postgraduate,In couple,37717.0,25,22.666666666666668,Has child,1 child,9,0,6,4,1,5,Leaky bucket
364,47,Postgraduate,In couple,51479.0,494,21.5,Has child,2 children,247,8,160,6,8,65,Leaky bucket
365,45,Postgraduate,Alone,54803.0,693,25.8,Has child,1 child,404,0,92,28,27,142,Stars
366,54,Postgraduate,In couple,79530.0,1348,16.833333333333332,No child,No child,333,0,815,129,42,29,Stars
367,38,Postgraduate,Alone,31615.0,51,18.9,Has child,1 child,2,3,20,6,11,9,Leaky bucket
368,52,Postgraduate,In couple,72025.0,1932,22.866666666666667,No child,No child,833,33,549,151,133,233,Stars
369,39,Postgraduate,Alone,52614.0,990,22.4,Has child,1 child,789,0,142,12,9,38,Stars
370,30,Undergraduate,In couple,35684.0,30,5.5,Has child,1 child,10,4,7,0,6,3,Need attention
371,39,Postgraduate,In couple,48178.0,254,23.533333333333335,Has child,2 children,159,4,45,6,2,38,Leaky bucket
372,44,Postgraduate,Alone,29548.0,29,13.366666666666667,Has child,1 child,7,1,6,3,1,11,Need attention
373,48,Postgraduate,Alone,63810.0,1371,23.066666666666666,Has child,1 child,977,12,253,16,12,101,Stars
374,42,Postgraduate,Alone,38578.0,73,15.633333333333333,Has child,2 children,38,4,22,3,3,3,Leaky bucket
375,39,Postgraduate,Alone,46098.0,120,25.9,Has child,2 children,57,0,27,0,0,36,Leaky bucket
376,44,Postgraduate,Alone,22585.0,81,18.833333333333332,No child,No child,3,9,15,13,2,39,Leaky bucket
377,25,Postgraduate,Alone,30279.0,37,21.433333333333334,Has child,1 child,10,4,14,4,4,1,Leaky bucket
378,53,Postgraduate,In couple,66426.0,1377,12.233333333333333,Has child,1 child,1043,24,97,32,24,157,High potential
379,45,Postgraduate,Alone,30822.0,51,15.9,Has child,1 child,3,9,13,2,12,12,Leaky bucket
380,45,Postgraduate,In couple,33581.0,17,21.133333333333333,Has child,2 children,11,0,5,0,0,1,Leaky bucket
381,29,Postgraduate,In couple,19986.0,22,10.8,Has child,1 child,3,6,5,0,2,6,Need attention
382,60,Postgraduate,Alone,27421.0,324,22.033333333333335,No child,No child,43,12,96,78,40,55,Leaky bucket
383,41,Undergraduate,In couple,35688.0,211,25.766666666666666,Has child,3 children,73,3,90,12,1,32,Leaky bucket
384,33,Postgraduate,Alone,36143.0,19,6.266666666666667,Has child,1 child,12,0,1,0,0,6,Need attention
385,43,Postgraduate,Alone,10245.0,41,16.9,Has child,1 child,4,7,7,6,4,13,Leaky bucket
386,46,Postgraduate,In couple,43795.0,492,11.766666666666667,Has child,1 child,314,11,53,4,3,107,Need attention
387,54,Postgraduate,In couple,63381.0,1005,24.3,Has child,1 child,571,50,142,33,50,159,Stars
388,65,Postgraduate,In couple,38823.0,114,25.5,Has child,1 child,70,0,11,2,8,23,Leaky bucket
389,46,Postgraduate,Alone,83664.0,1173,17.133333333333333,Has child,2 children,866,21,151,28,21,86,Stars
390,35,Postgraduate,In couple,90300.0,1738,9.133333333333333,No child,No child,594,134,786,33,134,57,High potential
391,35,Postgraduate,In couple,62499.0,222,9.966666666666667,Has child,1 child,140,4,61,0,13,4,Need attention
392,21,Postgraduate,Alone,74293.0,1127,5.1,No child,No child,375,152,335,93,91,81,High potential
393,68,Postgraduate,In couple,51012.0,209,17.8,No child,No child,102,9,63,2,9,24,Leaky bucket
394,46,Postgraduate,In couple,70777.0,787,7.366666666666666,Has child,1 child,554,35,113,0,7,78,High potential
395,23,Postgraduate,In couple,68682.0,1598,12.1,No child,No child,919,0,505,99,30,45,High potential
396,43,Postgraduate,In couple,43824.0,186,24.966666666666665,Has child,2 children,96,1,42,12,3,32,Leaky bucket
397,30,Postgraduate,In couple,15345.0,47,25.466666666666665,Has child,1 child,5,2,16,3,2,19,Leaky bucket
398,27,Postgraduate,Alone,23442.0,27,21.633333333333333,Has child,1 child,2,0,6,8,6,5,Leaky bucket
399,34,Undergraduate,In couple,14515.0,96,23.133333333333333,Has child,1 child,6,4,9,6,36,35,Leaky bucket
400,58,Undergraduate,Alone,31395.0,64,18.666666666666668,Has child,2 children,23,1,25,0,8,7,Leaky bucket
401,49,Postgraduate,In couple,75276.0,1040,24.566666666666666,No child,No child,610,105,125,137,42,21,Stars
402,40,Postgraduate,Alone,42373.0,163,13.833333333333334,Has child,2 children,67,5,61,3,8,19,Need attention
403,54,Postgraduate,In couple,30507.0,343,19.066666666666666,No child,No child,65,36,74,38,20,110,Leaky bucket
404,59,Postgraduate,Alone,55521.0,446,11.566666666666666,Has child,3 children,416,0,26,0,0,4,Need attention
405,49,Postgraduate,In couple,48006.0,41,3.9,Has child,2 children,23,0,11,3,2,2,Need attention
406,42,Postgraduate,Alone,27213.0,70,25.5,Has child,1 child,19,3,26,10,9,3,Leaky bucket
407,43,Postgraduate,Alone,65808.0,272,4.233333333333333,Has child,2 children,155,7,80,13,7,10,High potential
408,40,Postgraduate,In couple,30351.0,46,16.166666666666668,Has child,1 child,14,0,24,3,3,2,Leaky bucket
409,51,Postgraduate,In couple,50437.0,490,23.9,Has child,2 children,370,9,92,6,9,4,Leaky bucket
410,32,Undergraduate,Alone,23616.0,79,22.866666666666667,Has child,1 child,4,22,11,3,7,32,Leaky bucket
411,38,Postgraduate,In couple,53858.0,915,23.133333333333333,Has child,1 child,407,53,221,58,150,26,Stars
412,59,Postgraduate,In couple,66465.0,1485,18.433333333333334,Has child,1 child,1200,0,204,38,29,14,Stars
413,27,Postgraduate,Alone,46923.0,369,25.766666666666666,Has child,1 child,85,44,54,102,78,6,Leaky bucket
414,52,Postgraduate,In couple,75072.0,1073,20.633333333333333,Has child,1 child,583,34,309,0,22,125,Stars
415,71,Postgraduate,In couple,75865.0,1242,6.233333333333333,No child,No child,483,0,591,156,0,12,High potential
416,39,Undergraduate,In couple,19789.0,78,10.6,Has child,1 child,2,5,9,28,6,28,Need attention
417,20,Postgraduate,In couple,80134.0,1378,7.733333333333333,No child,No child,966,26,282,52,26,26,High potential
418,33,Postgraduate,Alone,91065.0,1474,19.633333333333333,No child,No child,822,114,108,179,137,114,Stars
419,43,Postgraduate,In couple,49505.0,751,19.266666666666666,Has child,2 children,604,0,100,19,0,28,Stars
420,41,Postgraduate,In couple,37401.0,48,5.033333333333333,Has child,1 child,19,3,19,3,1,3,Need attention
421,31,Postgraduate,In couple,30096.0,45,4.5,Has child,1 child,5,3,11,12,5,9,Need attention
422,32,Postgraduate,In couple,18492.0,10,4.033333333333333,Has child,1 child,2,2,2,2,1,1,Need attention
423,40,Postgraduate,In couple,82584.0,1435,16.233333333333334,No child,No child,1076,68,103,29,91,68,Stars
424,73,Postgraduate,In couple,93027.0,2119,17.966666666666665,No child,No child,1285,42,716,55,0,21,Stars
425,61,Postgraduate,In couple,48686.0,20,10.133333333333333,Has child,3 children,10,0,7,2,0,1,Need attention
426,28,Postgraduate,In couple,92910.0,1795,5.433333333333334,No child,No child,551,137,792,179,103,33,High potential
427,25,Postgraduate,In couple,75433.0,1188,6.066666666666666,Has child,1 child,800,0,297,0,34,57,High potential
428,25,Undergraduate,In couple,10404.0,43,5.1,Has child,1 child,2,2,11,10,6,12,Need attention
429,46,Postgraduate,In couple,61314.0,1008,17.566666666666666,Has child,1 child,378,0,189,97,172,172,Stars
430,53,Postgraduate,Alone,84865.0,1688,17.1,No child,No child,1248,16,349,43,16,16,Stars
431,25,Postgraduate,In couple,42387.0,684,23.5,Has child,1 child,235,0,235,19,4,191,Leaky bucket
432,47,Undergraduate,In couple,67309.0,1082,20.633333333333333,Has child,2 children,515,47,181,149,95,95,Stars
433,50,Postgraduate,In couple,75236.0,1068,10.433333333333334,Has child,1 child,438,66,400,12,38,114,High potential
434,44,Postgraduate,Alone,30015.0,57,8.133333333333333,Has child,1 child,25,0,22,2,3,5,Need attention
435,58,Postgraduate,In couple,50943.0,46,15.666666666666666,Has child,1 child,31,0,7,2,0,6,Leaky bucket
436,48,Postgraduate,Alone,67272.0,733,9.566666666666666,Has child,1 child,357,35,271,28,28,14,High potential
437,65,Postgraduate,Alone,51529.0,467,13.066666666666666,Has child,1 child,400,4,35,6,0,22,Need attention
438,43,Postgraduate,In couple,32011.0,122,13.6,Has child,1 child,99,0,15,2,1,5,Need attention
439,28,Undergraduate,In couple,7500.0,36,20.133333333333333,Has child,1 child,1,11,5,4,6,9,Leaky bucket
440,25,Postgraduate,In couple,28691.0,34,15.233333333333333,Has child,1 child,5,4,13,8,0,4,Leaky bucket
441,66,Postgraduate,In couple,56223.0,156,9.6,Has child,1 child,77,28,31,16,0,4,Need attention
442,68,Postgraduate,In couple,18100.0,14,14.133333333333333,No child,No child,3,1,2,4,3,1,Need attention
443,25,Postgraduate,Alone,30279.0,37,21.433333333333334,Has child,1 child,10,4,14,4,4,1,Leaky bucket
444,40,Undergraduate,In couple,20130.0,34,6.7,No child,No child,0,6,3,7,6,12,Need attention
445,55,Postgraduate,Alone,23295.0,20,14.933333333333334,No child,No child,0,0,1,2,12,5,Leaky bucket
